nama,rating,waktu,ulasan
Pengguna Google,1,2021-06-28 15:18:17,Apk olshop paling buruk udh belii malahan kebatal dan gk bisa cekot
Pengguna Google,4,2021-06-28 06:45:59,Bagus apknya
Pengguna Google,5,2021-03-24 17:33:58,Trimakasih tokopedia
Pengguna Google,1,2023-09-12 16:21:03,Toko pedia
Pengguna Google,5,2022-01-13 01:17:39,smga smpai dg slmt...mksh
Pengguna Google,5,2021-04-30 15:44:11,sak jose ncen tokopedia tidak mengecewakan
Pengguna Google,1,2021-05-27 01:41:07,"Pembelian pulsa dibatalkan sepihak, dana sulit diambil, payah sekali pelayanan customer"
Pengguna Google,1,2021-04-29 11:41:02,hoax..hadiahnya ngga bsa d claim 😡
Pengguna Google,5,2021-05-10 21:19:36,maantapp
Pengguna Google,5,2021-08-18 08:34:24,TERPAKSA!!!!!!!
Pengguna Google,1,2023-12-04 10:11:55,"Saya penggunaan baru tokopedia, saya pesan dan sudah saya bayar tiba tiba dibatalkan dengan alasan tidak memenuhi syarat dan ketentuan dengan dugaan manipulasi transaksi padahal saya transaksi seperti biasa sama dengan toko sebelah saya tidak aneh"" eh malah dibatalkan dari tokopedia dan promo nya tidak bisa di gunakan lagi, saya sangat kecewa dengan itu."
Pengguna Google,5,2021-06-18 08:52:14,Ok
Pengguna Google,5,2024-02-09 13:14:16,diskon nya bnyak
Pengguna Google,1,2021-07-22 11:40:56,Payah beli barang. Beda hape. Beda akun kok dbatalkan sistem..Karena alamatnya sama. Katanya nglanggar TC. Ckckckck payah sekaliiii...lah trs solusinya aku msti pinjem rumah orang lain? Buat ngirim paketnya?
Pengguna Google,5,2024-01-02 14:05:17,mantaf
Pengguna Google,5,2022-08-05 11:37:26,Mantap tokped selalu berkualitas
Pengguna Google,5,2022-04-29 16:01:51,Cukup bagus membantu meringan kan perjalanan
Pengguna Google,5,2022-02-03 04:52:04,Mantul
Pengguna Google,5,2021-03-25 15:02:57,"Mohon di jawab, apakah Tokopedia sedang mengadakan give away handphone?? Dikarenakan saya di whatsapp, oleh seseorang yang mengaku dari Tokopedia bahwa saya menang giveaway padahal saya sendiri ga ikut giveaway kenapa saya bisa menang? Apakah itu benar dari Tokopedia atau hanya penipuan??"
Pengguna Google,5,2023-01-07 11:44:18,good
Pengguna Google,1,2021-04-17 00:45:08,Toko pedia gak ada custemer service nya ya?mau nanya2 gak bisa
Pengguna Google,5,2021-06-12 14:26:13,Sering2 promo aja
Pengguna Google,5,2021-12-12 13:37:19,Mantap..! Sukses selalu tambahin tokopedia later dong... minimal limit tiga juta rupiah biar bisa kredit hp
Pengguna Google,5,2021-04-17 22:10:15,Makasih tokopedia ❤❤❤
Pengguna Google,5,2021-09-07 07:04:04,joosss tenan
Pengguna Google,1,2021-05-17 13:39:39,Ok
Pengguna Google,5,2022-08-11 11:40:22,mantap dan banyak promo menarik
Pengguna Google,5,2021-12-17 07:18:00,Oke....
Pengguna Google,1,2024-02-01 17:27:07,"Kecewa banget,,pesen barang sudah sebulan gak sampai dan tidak ada kejelasan,,hub tokopedia care pun jawaban template gitu gitu aja,,kalo memang expedisinya bermasalah jangan direkomendasikan ke pelanggan dong,,sama aja jebakan kalo masih dilakukan,,expredisi yg tidak propesional,pelanggan yang dirugikan,nunggu BAP lah,nunggu dokumen lah,,,bener2 parah ini aplikasi,"
Pengguna Google,5,2021-04-20 06:50:49,mantappp
Pengguna Google,5,2021-12-09 08:30:56,ok
Pengguna Google,5,2022-05-13 07:18:55,"Makasih Toko pedia, toko pedia sangat membantu pesanan selalu cpat dan tepat"
Pengguna Google,5,2021-05-26 18:42:30,ok
Pengguna Google,5,2021-07-29 06:30:17,Pelayanan bagus
Pengguna Google,3,2022-03-06 13:22:31,promo ongkir gratisnya sering ilang ga ada padahal langganan lbh dari syarat ongkir gratis
Pengguna Google,5,2022-10-04 01:45:26,Bisa dapet hadiah menarik🤩
Pengguna Google,5,2021-09-20 04:37:49,kerenn
Pengguna Google,5,2022-01-04 17:20:04,sangat membantu
Pengguna Google,5,2022-05-22 13:25:13,mantap
Pengguna Google,5,2022-03-17 10:08:39,sampai saat ini saya masih puas
Pengguna Google,5,2021-04-10 04:06:35,Tokopedia ok banget
Pengguna Google,4,2021-08-05 12:54:57,bagus
Pengguna Google,5,2023-03-18 00:55:23,oke
Pengguna Google,5,2023-08-20 12:36:27,bagus
Pengguna Google,5,2021-11-24 05:43:13,good
Pengguna Google,5,2022-02-26 08:10:03,Server payah
Pengguna Google,5,2022-09-03 11:30:11,banyak ongkis gratisnya thanks.
Pengguna Google,2,2021-08-18 22:09:30,Ini baru lagi dapat hadiah dari toko pedia yg gak² aj...
Pengguna Google,5,2022-04-18 17:54:38,"bguss bgt dh baru download udh dpt hadiah bnyk bgtt gilaakkk, takbirrrr !!"
Pengguna Google,5,2021-04-07 09:49:40,Keren Aplikasi nya
Pengguna Google,5,2021-06-26 16:49:09,Top
Pengguna Google,5,2024-03-02 10:18:18,sippp
Pengguna Google,1,2022-11-03 21:19:06,Masa gratis ongkir ga bisa disatuin sama promo cashback
Pengguna Google,5,2022-02-22 03:23:38,top
Pengguna Google,1,2022-09-24 06:42:17,"Saya sdh lama jadi customer platinum Tokopedia dan sedikit lagi akan menuju diamond, tapi pelayanan customer care sangat lambat. Katanya saya melanggar ketentuan promosi tapi sdh 2 jam menunggu kejelasan blm jg ada kabar. Di aplikasi lain saya sangat cepat di tanggapi karena saya juga sdh di level tertinggi. Harusnya Tokopedia melayani customer dengan pembelian yg rutin. Sungguh sangat kecewa pelayanan customer care Tokopedia. Solusi sampai saat ini blm ada dari Tokopedia"
Pengguna Google,5,2021-12-16 14:59:03,"Tokopedia tidak bisa menjaga netralitas sebagai pelaku bisnis, malah mengundang tokoh provokator SARA di acaranya...ikut memecah belah bangsa."
Pengguna Google,5,2021-03-26 00:57:14,Mantap aplikasi nya
Pengguna Google,5,2021-08-10 09:45:06,Topmarkotop
Pengguna Google,5,2022-02-20 19:42:35,makasi apk nya sangat bagus
Pengguna Google,5,2022-01-09 01:36:00,top marotop
Pengguna Google,2,2021-12-27 15:27:01,ok
Pengguna Google,1,2023-08-18 18:27:01,Tidak bisa buka produk lewat link tolong di perbaiki. Sudah coba hubungi CS Tokopedia jawabannya hanya muter2 saja tidak membantu
Pengguna Google,5,2021-11-18 17:02:54,mantap..
Pengguna Google,5,2022-01-12 18:50:29,OK BANGAT
Pengguna Google,5,2023-03-29 05:48:45,Kok gak bisa di upload
Pengguna Google,5,2022-03-31 08:55:47,"Cukup baik, promo2 sangat menarik"
Pengguna Google,5,2021-05-26 07:43:33,mantaaap
Pengguna Google,5,2022-06-20 07:32:55,aplikasi pokoknya the best sukses slalu semuga makin banyak pengguna nya
Pengguna Google,5,2021-12-01 03:26:50,good
Pengguna Google,5,2021-04-03 02:55:09,Terima kasih tokopedia telah menyediakan pelatihan yang mudah di fahami dan di mengerti sangat berguna sekali
Pengguna Google,5,2022-05-11 04:56:14,ok. mantapp
Pengguna Google,5,2022-10-08 10:45:46,keren banget aplikasi belanja online ini
Pengguna Google,5,2023-06-22 09:32:21,"Mantap, sangat membantu sekali"
Pengguna Google,5,2022-08-12 12:41:02,Tokopedia luar biasa
Pengguna Google,5,2021-11-03 16:12:34,Ok
Pengguna Google,5,2021-05-19 10:32:34,nice
Pengguna Google,5,2021-09-23 05:59:34,bagus sekali
Pengguna Google,5,2021-04-14 14:13:46,bagus
Pengguna Google,5,2021-11-03 12:25:54,bagus bgt aplikasi nyaa
Pengguna Google,5,2021-08-21 06:49:26,is the best
Pengguna Google,5,2024-03-25 08:43:53,bagus
Pengguna Google,5,2021-11-07 13:30:37,terimakasi telah membantu finansial anak kost
Pengguna Google,2,2021-04-24 06:46:10,Mantap
Pengguna Google,5,2021-09-21 11:27:07,terima kasih baking world yang telah membagi ilmu tentang masakan semoga pelatihannya bisa bermanfaat untuk saya dan tokopedia mantul
Pengguna Google,1,2022-09-08 09:21:39,"Bintang 1.. sorry ya tokped saya kecewa karena pesanan tidak sampai/hilang. Proses investigasi nya lama nya 5 hari , pengendalian dana pun lama 3 hari.. Voucher hilang, poin pun hilang . Hanya pengembalian dana. Tidak ada kompensasi lainnya. Rugi waktu saya .... 👎"
Pengguna Google,5,2021-06-07 09:55:30,Ddfeerre
Pengguna Google,5,2021-10-14 03:53:08,pelayanan sangat baik
Pengguna Google,5,2021-05-26 13:19:56,😁😁😁😁
Pengguna Google,1,2022-06-26 15:15:19,"Seo kacau parah, masa barang yang aku jual gak tampil di pencarian, udah coba topads juga gangaruh tailah"
Pengguna Google,5,2021-04-04 08:23:51,Bagus
Pengguna Google,5,2022-08-06 12:23:43,mantap
Pengguna Google,5,2021-09-27 03:48:40,mantap
Pengguna Google,4,2021-04-23 22:38:17,"Puas,hemat, bersahabat"
Pengguna Google,5,2022-03-22 22:10:47,Apk nya Sangatta bagus gua beroj. Bintang 5 ya
Pengguna Google,4,2021-12-02 07:41:51,okee mantap
Pengguna Google,5,2021-12-09 16:53:43,bagus
Pengguna Google,5,2022-04-02 10:58:09,sangat bagus sekali
Pengguna Google,3,2021-04-23 02:33:41,"Saya coba verivikasi OVO kok gak keluar-keluar ga SMS nya😫. Sampe kena blokir ngulang"" terus"
Pengguna Google,5,2021-07-30 12:31:01,𝑨𝒑𝒌 𝒊𝒏𝒊 𝒔𝒂𝒏𝒈𝒂𝒕 𝒃𝒂𝒈𝒖𝒔
Pengguna Google,5,2022-04-25 20:17:55,SLEBEWWW
Pengguna Google,5,2021-05-28 01:08:34,proses cepat
Pengguna Google,2,2022-11-25 03:27:31,"bikin susah, transaksi menggunakan DANA tidak bisa"
Pengguna Google,1,2021-05-01 03:58:13,Mantap makasih moga sukses terus
Pengguna Google,5,2022-07-31 00:04:28,👍👍👍
Pengguna Google,3,2023-09-12 03:21:42,"Kalau g niat kasih promo jgn gitu,sudah dibayar dibatalin"
Pengguna Google,5,2021-04-28 21:47:13,Ayu belanja di tokopedia
Pengguna Google,3,2022-02-01 06:22:16,"Kalo udah ke pembayaran plis stock toko di buat 0 langsung, soalnya saya sering ketikung/di PHP. Pas udah selesai bayar barang langsung habis 😃"
Pengguna Google,4,2021-12-11 03:41:40,Make learning easier. Thanks Tokopedia.
Pengguna Google,4,2022-01-11 01:42:16,coba dulu
Pengguna Google,1,2021-05-22 08:58:27,Baru download aplikasi y masa langsung minta di update
Pengguna Google,5,2022-04-02 14:18:07,puas belanja dtokopedia
Pengguna Google,3,2021-05-07 04:00:02,Halo kak aku mau tanya aku dapat voucher senilai 1 juta terus aku dapet kode gitu itu beneran ga yah masih bingung takut penipuan
Pengguna Google,5,2021-06-22 05:56:00,Excellent apps
Pengguna Google,5,2021-11-18 10:26:41,"barang nya bagus"" n orie"
Pengguna Google,5,2021-09-12 01:15:39,Terima kasih tokopedia.
Pengguna Google,1,2022-08-23 02:16:00,Aneh pesanannya di batalin sistem ngga jelas
Pengguna Google,4,2024-07-25 20:23:00,baik
Pengguna Google,4,2022-05-03 07:16:33,Lumayan
tulus siahaan,5,2021-03-24 15:05:19,semoga bermanfaat
Pengguna Google,5,2021-03-31 12:21:53,"Bagaimana caranya saya memberikan ulasan agar patihan selesai, sertifikat saya sudah ada dan patihan sudh selesai,tapi saya bingung memberikan ulasa kemana, di dashboard atau tokopedianya sih,,?? Udh 2 mnggu saya selesai pelatihan di bakingword."
Pengguna Google,4,2023-05-14 06:46:07,sangat membantu
Pengguna Google,5,2021-10-16 08:52:14,baru nyoba
Pengguna Google,1,2022-04-12 10:03:54,Banyak ngebug iklan
Pengguna Google,5,2024-05-07 10:36:37,Good
Pengguna Google,4,2021-11-27 15:38:43,bagus
Pengguna Google,3,2022-08-10 11:50:02,lewat gopay nya tidak bisa
Pengguna Google,5,2022-04-01 17:14:25,"The best si tokopedia, aplikasi belanja online terbaik mudah jelas serta promo/diskon bukan tipu tipu, anti lag serta jelas harga yg di pasang ya harga yg di jual Dan anti lag mudah membedakan barang original Dan work"
Pengguna Google,1,2022-08-12 09:05:30,"Top up gopay ada adminnya, bayar pakai gopay ada jasa aplikasinya lagi, ?????????"
Pengguna Google,5,2023-04-10 07:22:33,👍
Pengguna Google,5,2021-03-24 15:55:57,bagus sekali
Pengguna Google,3,2023-01-12 15:31:44,Lumayan
Pengguna Google,1,2022-09-26 15:16:32,Tolong hilangkan biaya transaksi apa perlu tu biaya jgn bnyk2 ambil untung sy bertahun2 pke Tokopedia klo begini sy pindah ke lain toko mksi
Pengguna Google,5,2021-12-01 11:07:22,Barang bagus bagus
Pengguna Google,5,2022-01-25 06:58:06,Boboboiy
Pengguna Google,4,2021-06-21 03:00:39,Bagus
Pengguna Google,2,2021-11-18 15:40:59,ok
Pengguna Google,5,2022-05-04 17:06:00,Puas
Pengguna Google,2,2021-09-07 23:06:27,"Dikasih dua dlu yaaa, yg masuk kerangjang pembelian cuma bza sampe 20. Tolong diperbaikin lagi bagian keranjang nya, supaya tidak terbatas masukin nya. Karena nunggu duit ada baru bza order🤗"
Pengguna Google,1,2022-11-24 15:55:45,"APLIKASI NIPU ,, PIHAK TOKOPEDIA CUMA CUEK TIDAK ADA RESPON BUAT MEMBANTU"
Pengguna Google,5,2021-03-26 01:39:54,Semoga toko pedia sukses selalu.
Pengguna Google,2,2022-03-14 10:58:59,Aplikasi belanja ter burik
Pengguna Google,5,2021-12-17 11:56:27,Tokopedia memang mantap
Pengguna Google,1,2021-10-26 07:39:16,"Semenjak di update sering muncul tulisan ""koneksi timeout, silahkan coba beberapa saat lagi"" sangat mengganggu kalo lagi Flash Sale Perbaiki bug nya, sebelum saya tinggalkan untuk selama nya 👎🏿"
Pengguna Google,5,2022-06-25 04:45:33,Good
Pengguna Google,5,2023-01-23 08:17:12,"Admin, Saya pakek kartu tri buka tokopedia lemot sekali.... untuk akses situs lain lancar terkendali... mohon perbaikan... pengunjung semakin banyak bandwidth tambahin donk..."
Pengguna Google,1,2022-09-21 01:51:24,"HATI HATI BUAT YG BELANJA ONLINE ELEKTRONIK DI TOKPED , GOJEK X TOKOPEDIA MELIHARA MALING & AKUN JOKI GOJEK, PAKET SAYA DIBAWA KABUR UDH 15 HARI GA ADA KEJELASAN"
Pengguna Google,5,2023-08-23 00:39:26,Gratis ongkir sedikit banget sekarang mh. kalah ma si oren. Yg bikin kecewa blanja diatas 50k. Kenapa ngambil vocer gratis ongkir min blja 20k Konyol kan knpa gk ngmbil pocer yg diatas 50k dan itu otomatis tidak bisa pilih.padahal jatahnya cuma 1. Bayangin 1 doang pelit bngt semenjak ada layanan PLUS. Klo gini terus aku uninstal.ada si oren yg lebih baik knpa hrs pke yg pelit
Pengguna Google,5,2022-03-29 03:49:02,mantep belanja disini
Pengguna Google,5,2021-08-22 07:04:49,Sangat bagus dan membantu
Pengguna Google,5,2021-12-21 11:51:58,mantap
Pengguna Google,5,2021-04-02 10:00:12,Sangat membantu dan bermanfaat.
Pengguna Google,2,2021-05-05 23:57:06,"Payah aplikasi nya mahallan ongkir nya sama biaya layanan ,pokoknya payah deh aplikasinya"
Pengguna Google,2,2023-06-19 07:22:26,Kualitasnya jlk
Pengguna Google,1,2021-12-04 12:15:19,Bisa ga sih kontl Jan lewat iklan gw terus
Pengguna Google,5,2022-10-21 05:57:16,Banyak promonya plus gratis ongkirnya beneran ada ... thanks tokopedia
Pengguna Google,1,2022-06-11 09:31:15,"Min, appnya versi ini berat, mohon di perbaiki, terimakasih."
Pengguna Google,1,2021-05-14 08:05:04,Tolong ditingkat lagi inves emasnya banyak harus diperbaiki lagi terus update min.
Pengguna Google,5,2023-04-01 14:40:19,istimewa
Pengguna Google,5,2022-05-19 05:23:55,oke gas langsung kirim gan
Pengguna Google,1,2022-11-19 14:14:17,Vocer diskon gabisa digabung
Pengguna Google,5,2021-12-27 12:33:09,ok
Pengguna Google,1,2021-12-11 00:22:41,Katannya 0% kok dibatalkan? Ada apa ? Setelah mencoba eh gak bisa di pakai...
Pengguna Google,5,2021-04-21 13:17:20,"sangat mudah, nyaman dan menyenangkan menggunakan pelatihan dari tokopedia. sukses selalu."
Pengguna Google,1,2021-03-27 01:41:24,Susah sekali masuk atau loginnya
Pengguna Google,5,2021-06-11 03:29:58,mntappp
Pengguna Google,5,2021-05-23 10:51:59,Bagus
Pengguna Google,5,2022-08-31 12:36:05,Menu menu nya mudah banget
Pengguna Google,5,2022-02-03 02:17:54,mantap
Pengguna Google,5,2021-04-01 19:19:52,Mantul
Pengguna Google,5,2021-09-23 03:34:38,Bagus
Pengguna Google,5,2022-10-19 14:27:23,"Terima kasih tokopedia, berkat tokopedia saya bisa momong sambil jualan di rumah, karna bnyak nya promo diskon dan cashback yang bisa saya manfaatin buat peluang usaha ,, Semoga kedepan nya di adakan promo menarik lagi buat yang sudah langganan di tokopedia, 😊😊😊"
Pengguna Google,4,2022-02-08 10:07:05,Bagus
Pengguna Google,5,2023-06-04 02:02:24,Sangat Bagus
Pengguna Google,5,2021-06-10 13:30:42,tokopedia mantap
Pengguna Google,4,2021-06-24 17:12:30,Baik
Pengguna Google,5,2021-09-16 04:38:31,Tolong admin munculkan kode voucher saya
Pengguna Google,1,2021-09-12 00:36:04,bagus
Pengguna Google,5,2021-04-07 15:48:27,sangat baik
Pengguna Google,5,2022-08-28 04:08:55,mantab
Pengguna Google,4,2021-10-07 14:54:17,"Beli pelatihan di sini susah sekali nulis ulasan padahal pelatihan sudah selesai.sudah dapat sertifikat,tapi masih belum bisa isi ulasan sehingga insentif belum keluar sama sekali.mohon di tindak lanjutin topers."
Pengguna Google,5,2021-06-06 11:07:36,sangat membantu
Pengguna Google,5,2021-11-11 11:25:32,indodana ditokopedia harus slalu bisa dipakai.
Pengguna Google,5,2021-08-05 01:37:08,terimakasih Tokopedia semoga ssukses selalu
Pengguna Google,5,2021-06-27 06:42:37,cepat dan dipercaya
Pengguna Google,5,2021-08-18 11:22:31,tokopedia oke
Pengguna Google,5,2023-02-21 20:58:07,Mantap
Pengguna Google,5,2022-04-22 05:44:01,"Alhamdulillah Terimakasih Tokopedia yg sudah menyediakan Platfom digital sebagai sarana yg menyediakan Pelatihan yg sangat bermanfaat ini, tersedia berbagai platfom yg bermacam2 jadi sangat membantu kita untuk menentukan mana pelatihan yang akan kita beli.."
Pengguna Google,5,2021-03-27 20:40:45,BTS ❤❤
Pengguna Google,1,2023-12-23 16:16:37,"udah bbrp kali ada promo tapi pas co suka dibatalin sistem, padahal belum pernah pake promonya"
Pengguna Google,5,2021-12-21 11:25:36,oke
Pengguna Google,5,2021-04-24 00:29:54,Lumayan
Pengguna Google,5,2021-09-13 15:44:33,mantap grtaisannya
Pengguna Google,5,2021-05-12 15:45:18,Sangat bagus
Pengguna Google,1,2022-08-29 08:38:17,Toko babi
Pengguna Google,1,2023-11-06 05:59:08,Setelah update jd buruk
Pengguna Google,5,2022-04-06 03:36:30,cepat akurat tepat
Pengguna Google,5,2021-05-07 00:40:36,Sangat membantu bayar ini bayar itu belanja ini belanja itu
Pengguna Google,5,2021-04-05 01:20:08,Is the best
Pengguna Google,1,2024-07-24 08:33:29,Potongan hasil penjualan barang sekarang banyak
Pengguna Google,1,2021-12-06 13:05:07,"Intinya, mau kelola akun susah, mau ganti no hp karena sudah ga aktif, eh verifikasi pilihannya cuma lewat sms, lah gmna kan no nya udah ga aktif, bener2 bad, bener2 mgerasain kecewa sm aplikasi."
Pengguna Google,1,2022-01-18 15:00:52,Apk tidak jelas tertulis di pengiriman tersedia bayar cod mengapa pas memulai pembayaran tidak ada sistem codnya mohon diperbaiki
Pengguna Google,5,2021-08-18 07:24:00,Tokopedia komplit dan bagus
Pengguna Google,5,2021-11-14 09:57:50,cukup mempermudah
Pengguna Google,5,2021-06-13 01:39:16,👍👍👍👍
Pengguna Google,1,2022-07-08 21:43:06,"Gila..!!! Tiap dapat gratis ongkir pasti selalu dapet ekspedisi Anteraja yang mungkin ekspedisi terburuk di indonesia!! Satu lagi, Tokopedia Jarang sekali memberikan diskon Gak seperti tandingan2nya! Kalo gak segera berbenah, 1-2 th lagi sudah bisa dipastikan orang2 akan beralih belanja online ke saingannya yg selalu banyak promo,diskon,dll."
Pengguna Google,4,2022-04-25 14:24:50,Tampilan flash sale tolong permudah jadi kita lebih mudah melihatnya
Pengguna Google,5,2021-10-25 05:17:33,mantap pokonya
Pengguna Google,4,2022-03-05 05:09:08,Smoga amanah.dan enak bisa blanja lewat onlen..
Pengguna Google,5,2021-09-02 14:40:56,Bagus
Pengguna Google,5,2021-09-21 04:14:01,terimakasih tokopedia...semoga aplikasinya semakin berkembang...semoga setifikat prakerja saya cepat keluar
Pengguna Google,5,2021-03-25 11:01:45,Terimkasih sudah sangat membantu untuk membeli pelatihan prakerja. Oke banget
Pengguna Google,5,2021-09-22 18:22:50,"baguss, memudahkan saya dalam berbelanjaaa🤩"
Pengguna Google,5,2021-04-13 03:23:45,Tolongin saya
Pengguna Google,5,2022-10-11 03:16:48,"Aplikasi sangat membantu saya dalam berbelanja online, terpercaya"
Pengguna Google,4,2021-04-07 04:14:30,Mantap dan jaya terus
Pengguna Google,5,2021-08-27 11:10:28,Ok
Pengguna Google,2,2021-06-28 16:49:55,BLOK... BLOK... GWOBOK!!!!
Pengguna Google,5,2021-06-27 07:09:12,Ok
Pengguna Google,5,2021-04-10 13:11:00,luar biasa istimewa
Pengguna Google,5,2022-04-04 02:22:52,Cuma ditokped saya berani beli barang mahal melalui online
Pengguna Google,5,2021-04-24 04:52:31,Bagus
Pengguna Google,1,2022-02-04 01:34:10,"Omagaaa,buruk bgt sihh sering bgt bermasalah"
Pengguna Google,5,2024-02-08 04:01:58,apk belanja terbaik😁👌
Pengguna Google,5,2023-04-17 06:58:18,"jooosss,,ga dibikin ribet sama nih aplikasi,.tengkiu tokped😘😘"
Pengguna Google,5,2021-04-02 06:59:44,mantab banget
Pengguna Google,5,2021-05-28 01:28:13,Mantap
Pengguna Google,4,2022-09-04 06:37:11,"Tolong kalau bisa ditambahkan rating untuk layanan kurir nya, jangan hanya untuk barangnya saja, Karna kadang kadang kualitas barang bagus tapi kurirnya yang kurang bagus"
Pengguna Google,1,2021-12-18 06:33:22,admin tokopedia lebih berpihak ke seller nakal sangat kecewa pelayanan tokopedia sebagai pihak 3 di saat ada masalah tidak bisa netral
Pengguna Google,5,2021-12-15 14:16:32,Traktiran untuk Pengguna baru..
Pengguna Google,5,2021-08-09 13:28:08,Apk sangat mantap
Pengguna Google,2,2021-08-02 17:15:50,keren banget aplikasinya
Pengguna Google,5,2021-04-26 11:49:17,Mantap
Pengguna Google,5,2021-09-18 12:25:17,sumpaah free ongkir pengguna baru nya nagiihh😊
Pengguna Google,5,2021-12-13 21:51:15,Ok
Pengguna Google,5,2022-02-09 03:09:44,Suka sekali pakai tokopedia. Makin hari makin bagus 🥰
Pengguna Google,5,2022-10-12 08:33:01,akun jualan tokopedia .....semoga
Pengguna Google,5,2022-02-13 07:13:07,Stop iklan
Pengguna Google,5,2022-04-21 03:56:27,ok
Pengguna Google,5,2022-03-27 17:18:37,"Saya sebenarnya pengen belanja melalui tokopedia ramadhan ekstra, tapi bonus bebas ongkir terbatas, sedih deh"
Pengguna Google,5,2023-01-28 12:32:35,bagusss
Pengguna Google,5,2021-06-23 06:24:42,Baru gabung di Tokped. semoga bisa langganan. lumayan dapet voucher gratis belanja.
Pengguna Google,5,2022-05-31 08:33:18,"Terimakasih Tokopedia, sudah menyediakan pelatihan untuk prakerja , pembelian nya sangat cepat dan lancar , sukses selalu Tokopedia ."
Pengguna Google,5,2021-09-03 03:13:24,"Tokopedia sangat membantu saya untuk membeli pelatihan program prakerja,moga makin sukses dan semakin baik dalam layanannya..terima kasih banyak ya"
Pengguna Google,5,2024-03-05 05:27:24,mantap
Pengguna Google,1,2023-08-28 11:07:45,Aplikasi kebanyakan update bangst. Coba langsung sekalian aja update besar2 an jgn dikit2 update klo gk update org gk bs buka aplikasi
Pengguna Google,5,2021-03-29 23:33:58,bagus
Pengguna Google,5,2023-01-03 06:41:07,Sangat puas...
Pengguna Google,1,2021-04-27 15:56:35,kok aplikasinya jadi kacau sih.
Pengguna Google,5,2021-09-30 05:35:36,Sangat mudah dèngn mnggunakn tokopedia semua ny lbih praktis
Pengguna Google,2,2021-04-19 06:21:37,Byk bug
Pengguna Google,5,2021-04-22 13:13:16,ini seru banget udh ada acara besok BTA SAMA BOYS aku nggak sabar itu saja komentar nya dah
Pengguna Google,5,2021-05-09 07:24:35,👍👍👍👍👍
Pengguna Google,5,2021-12-25 10:04:49,Hhahajjja
Pengguna Google,3,2021-05-01 22:42:26,Kebanyakan update
Pengguna Google,5,2021-06-16 01:22:26,Good
Pengguna Google,5,2022-05-10 23:23:21,terbaik
Pengguna Google,5,2021-05-25 13:35:57,sukses teruss tokped❤️
Pengguna Google,5,2021-05-28 18:10:31,Mantaplah
Pengguna Google,5,2021-08-27 18:49:18,"Aplikasinya mantapp,thanks tokped."
Pengguna Google,5,2024-05-25 08:33:23,terbaik
Pengguna Google,5,2021-10-19 23:27:45,suka banget banyak cashback
Pengguna Google,4,2024-07-07 00:50:36,Lama pemesanan nya
Pengguna Google,5,2023-08-20 04:07:42,Sebenarnya aplikasi ini 👍
Pengguna Google,5,2021-10-04 00:50:15,"mantap aplikasi nya buat belanja, gratis ongkir makin sip."
Pengguna Google,5,2021-04-03 02:54:00,terima kasih kepada aplikasi tokopedia sangat membantu sekali
Pengguna Google,5,2023-11-30 01:26:10,Aplikasi nya bagus 1
Pengguna Google,5,2021-07-11 12:02:56,bahagia kamu
Pengguna Google,1,2021-11-18 06:01:46,8bit
Pengguna Google,3,2021-03-26 20:00:46,Lumayan 😬
Pengguna Google,5,2021-08-10 19:03:39,Tokopedia memang mantap
Pengguna Google,2,2022-01-09 13:31:42,"Kenapa orderan saya tidak sampai sampai? Sudah satu minggu tidak sampai biasanya saya belanja di aplikasi lain cepat tapi di Tokopedia sangat lama pdhl cmn Jakarta ke Lampung,maaf jika saya beri bintang 2."
Pengguna Google,3,2021-04-14 05:46:15,"Mau coba,ok lanjut"
Pengguna Google,5,2022-09-01 12:50:51,banyak gratis ongkir
Pengguna Google,5,2024-04-16 03:59:03,amazing
Pengguna Google,5,2022-01-23 23:08:28,kerenn tokopedia. Beli pulsa 15 ribu bayar cuma Rp. 1
Pengguna Google,5,2023-06-13 15:05:09,Tetap semangat
Pengguna Google,5,2024-03-03 03:36:03,very good
Pengguna Google,1,2023-02-26 06:41:46,Kurirny lambat klo pke sigesit
Pengguna Google,3,2021-03-27 02:55:19,layanan toke pedia..semoga selalu baik . ini pertam x cova
Pengguna Google,1,2021-10-03 18:30:33,"Klo nda niat kasi promo nda usah njiNg.. Duit udah d transfer,, malah di batalin sepihak.. Ini udah yg ketiga kali.."
Pengguna Google,5,2022-01-04 20:12:32,semoga
Pengguna Google,1,2024-01-20 22:02:04,Susah banget sih ganti nomor hp su
Pengguna Google,5,2021-07-16 11:09:52,good
Pengguna Google,5,2022-12-15 03:51:08,Tokopedia terbaik terimakasih
Pengguna Google,4,2021-08-27 13:29:16,Tokopedia paling lambat 👎👎👎👎 gak kaya toko sebelah 'Bukalapak' mending loo berhenti kerja sama dengan kartu prakerja 👎👎👎👎
Pengguna Google,1,2024-06-27 16:23:43,ga guna gua gasuka
Pengguna Google,5,2021-12-02 08:23:46,Asalamualaikum aplikasinya bagus banget buruan belanja disini tokepedia
Pengguna Google,3,2021-12-22 13:52:54,mantap.
Pengguna Google,5,2021-10-23 07:41:00,Suka banget karna mau beli iphone 8+ murah langsung dapet!!!!!!! Thanks for you @TOKOPEDIA ........ MUACHHHHHH
Pengguna Google,4,2022-07-13 09:29:46,tingkatkan keamanan pengguna
Pengguna Google,1,2024-05-04 13:05:58,Bang bisa berenti muncul gak pas gw baca komik di website
